rate,avr_air_pressure,avr_wind_spd,avr_temp,avr_water_pressure,rel_humidity,day_precipitation,month_sun,hour_sun,extreme_wind_speed,min_air_pressure,min_temp,max_air_pressure,max_temp,max_wind_speed,day_max_precipitation,power,industrial_add,sales_rate,fin_budget,cpi,pas_turn,im_ex,Residential_investment,ex_factory_index
5.070615034,992.0142857,2.457142857,24.6,24.17142857,79.71428571,13.14285714,45.71428571,208.1571429,14.2,978.7142857,17.97142857,1000.328571,33.14285714,9.442857143,82.47142857,135.45,7.5,98.6,6.5,101.93,189829,9795764,23.8,98.79
5.027334852,995.0857143,2.814285714,24.77142857,24.08571429,76.85714286,10.42857143,49,207.8428571,16.82857143,984.8571429,11.95714286,1002.271429,33.4,10.87142857,59.54285714,130.75,7.6,98.8,7,101.275,199250.5,10134811,22.2,99.27
4.665148064,1004.971429,2.571428571,18.67142857,15.07142857,70.42857143,6.857142857,63.14285714,233.3,14.04285714,993.6714286,5.557142857,1013.542857,28.54285714,9.8,25.6,128,7.5,97.7,7.8,102.07,199782,9959765,24.6,99.64
4.979498861,1011.1,2.7,11.02857143,9.071428571,68.42857143,7.571428571,61.28571429,208.8428571,15.11428571,994.8857143,-1.285714286,1020.842857,25.62857143,10.42857143,27.92857143,123.95,9.3,97.3,9,102.015,201406.5,9304366,21.6,99.36
4.410022779,1009.814286,2.985714286,3.142857143,4.914285714,59.14285714,6,59.71428571,175.5571429,15,995.2428571,-9.428571429,1019.885714,16.77142857,9.914285714,11.37142857,127.33,8.8,96.7,10.7,102.145,166324.5,11735899,19.8,99
3.742596811,1013.342857,2.657142857,-5.314285714,2.6,60.42857143,4,64.28571429,183.8571429,14.71428571,994.8857143,-16.72857143,1025.428571,9.514285714,9.714285714,2.169047619,139.35,8.7,97.4,8.3,101.465,166583.8333,10353339,17.8,98.79
5.67979959,1015.057143,3.014285714,-6.071428571,2.328571429,55.14285714,3.142857143,62.42857143,186.2142857,16.81428571,997.6285714,-18.68571429,1026.785714,6.085714286,11.08571429,1.971428571,119.8525,5.25,97.58333333,4.8,101.2,132857,12446142,18.67762238,98.6
5.461170576,1017.614286,2.9,-4.357142857,2.414285714,49.14285714,1.857142857,55,164.9,15.64285714,995.7714286,-17.45714286,1027.542857,12.15714286,10.1,3.628571429,119.06,4.35,97.76666667,8.4,100.435,147439.5,8044592,26.5,98.04
5.884764291,1009.3,2.971428571,4.371428571,4.342857143,49.71428571,2.714285714,67.42857143,251.0571429,15.5,996.8571429,-10.42857143,1021.171429,21.55714286,10.04285714,6.614285714,131.61,8.7,96.2,9.3,101.415,142653,10003471,25.9,97.55
5.604645867,1006.271429,3.157142857,12.85714286,6.442857143,45.28571429,1.714285714,66.14285714,265.7428571,17.15714286,996.2285714,-1.514285714,1014.228571,26.84285714,10.84285714,7.144642262,119.22,8.2,98.4,9.2,101.425,147763.5,9558144,23.1,97.93
5.15144614,997.3571429,3.071428571,17.1,10.92857143,58.42857143,10.14285714,57.14285714,256.7,17.38571429,981.6285714,3.071428571,1011.028571,33.22857143,10.14285714,32.24285714,125.82,8.6,98.1,8.4,102.53,164299.5,11471482,8.9,98.71
4.74607151,995.8714286,2.385714286,21.9,18.35714286,71.85714286,12.42857143,45.85714286,206.9,15.38571429,990.1714286,14.08571429,1002.314286,31.58571429,9.4,36.27142857,137.68,8,96.7,6.3,102.26,168559,10303009,7.1,99.29
4.714188112,995.3142857,2.642857143,24.57142857,22.05714286,72.57142857,7,47.14285714,214.9428571,16.14285714,986.8,16.68571429,1002.342857,33.31428571,9.214285714,55.7,144.04,8.2,97.9,4.3,102.26,177108.5,9709417,1.2,99.47
4.331587338,998.5285714,2.228571429,24.04285714,20.88571429,71.42857143,7.857142857,62,262.2428571,14.97142857,988.8285714,15.82857143,1008.271429,34.38571429,9.028571429,32.3,156.36,2.8,98.4,2.4,102.17,192975.5,12116052,-2.7,98.98
3.978592576,1004.485714,2.357142857,18.02857143,13.22857143,64.85714286,6.714285714,67.71428571,249.9857143,16.27142857,993.0571429,1.457142857,1016.757143,29.58571429,9.614285714,18.94285714,129.96,-1.6,98.4,-3.2,101.385,182179,10849961,-10.4,98.18
4.001366431,1009.957143,3.042857143,11.82857143,8.5,58.57142857,3.428571429,59.57142857,202.6714286,18.37142857,997.2142857,-3.085714286,1023.142857,24.38571429,10.88571429,18.2,124.16,-2,98.2,-5.8,101.37,172048.5,9915810,-13,97.6
3.769073104,1011.857143,2.628571429,3.714285714,4.642857143,56.28571429,4.142857143,61.71428571,180.5571429,17.95714286,1001.414286,-8.271428571,1021.942857,17.95714286,10.02857143,6.2,127.79,-2.5,97.3,-6.8,101.07,141932.5,9928712,-15.9,97.17
3.671145525,1014.728571,2.7,-7.042857143,2.085714286,55,3.857142857,67.28571429,191.5714286,16.02857143,997.7428571,-18.68571429,1027.471429,4.9,9.157142857,3.510119048,142.58,-4.9,98.1,3.1775,101.425,159165.3333,10773982,-17.6,96.46
4.867640347,1016.414286,2.657142857,-6.828571429,2.285714286,59,5.714285714,60.57142857,180.5571429,15.88571429,1001.257143,-17.8,1029.314286,5.1,9.271428571,3.8,122.4791667,1.958333333,97.725,-13.4,100.55,135300,9440943,18.67762238,95.27
4.217252396,1012.714286,2.8,-3.557142857,2.814285714,56.71428571,4.714285714,62.57142857,187.7428571,16.61428571,999.9571429,-17.62857143,1025.971429,7.828571429,9.742857143,9.485714286,112.26,0.541666667,97.775,-17.9,101.495,150047.5,7503008,-2.4,94.62
5.317206755,1010.628571,3.128571429,3.171428571,3.785714286,48.14285714,3.571428571,67.28571429,249.8857143,19.54285714,998.8285714,-11.3,1024.885714,19.01428571,10.95714286,4.564285714,123.08,-8.5,97.75,-32.7,101.235,146294.5,8849024,-20.2,94.66
5.269283432,1004.885714,3.314285714,11.45714286,6.457142857,49.28571429,4.857142857,61.71428571,247.3142857,18.68571429,982.8428571,-3.457142857,1021.914286,29.28571429,10.84285714,33.81428571,121.42,-6.8,97.8,-27,101.31,150309.5,9489233,-23.4,94.38
5.050205386,997.2428571,3.4,17.55714286,9.785714286,50.71428571,7.428571429,63.85714286,286.6142857,18.21428571,979.9285714,3.714285714,1009.714286,30.5,10.14285714,32.7,131.48,-6.1,97.6,-23.9,100.725,167205.5,8297601,-23.3,94.77
4.728434505,995.3857143,2.571428571,21.28571429,17.2,69.85714286,12.85714286,50.42857143,226.4714286,16.5,985.2571429,11.28571429,1001.771429,30.41428571,9.5,30.57142857,132.02,-5.2,97.8,-22.7,100.955,170897.5,8869374,-25.9,94.51
4.465997262,996.1,2.385714286,24.41428571,21.28571429,70.85714286,9.571428571,51.57142857,235.2857143,15.51428571,981.4428571,13.7,1005.085714,34.94285714,9.442857143,45.2,152.53,-4.9,98.4,-21.7,101.6,179623.5,9945066,-24.1,93.92
4.28115016,997.7,2.228571429,24.22857143,22.52857143,75.42857143,10.85714286,55.28571429,233.9,16.78571429,988.5571429,15.84285714,1005.614286,32.84285714,8.957142857,36.04285714,163.44,-4,98.4,-22.9,101.86,194922,8227533,-24.1,92.94
4.016430853,1005.014286,2.3,19.45714286,14.45714286,65.28571429,4.714285714,68.42857143,252.5571429,13.12857143,997.3571429,7.571428571,1020.2,30.04285714,7.685714286,18.58571429,147.44,-7.6,99,-27.4,101.845,189171.5,9825931,-26.4,92.78
4.185303514,1008.485714,2.685714286,11.2,8.214285714,58.42857143,6.285714286,64.57142857,219.8857143,18.2,991.4142857,-3.657142857,1022.428571,25.51428571,10.51428571,32.47142857,128.31,-13.3,99.3,-31.2,101.33,176127.5,7654388,-28.6,93
3.852122319,1016.871429,3.228571429,-0.042857143,4.571428571,66,7.428571429,36.57142857,107.5,15.74285714,1002.742857,-15.92857143,1030.671429,18.4,9.414285714,17,134.2,-11.8,98.5,-31.7,101.83,145726.5,9165207,-31.1,93.2
3.580556823,1016.042857,2.457142857,-3.757142857,3.257142857,65,5.142857143,49,140.0571429,14.25714286,1001.714286,-19.27142857,1028.342857,6.714285714,8.685714286,6.714285714,144.45,-12.7,98.6,-3.473333333,101.815,144539.75,10151418,-32.3,93.3
4.607126542,1017.692857,2.642857143,-10.44,1.582857143,51.66142857,1.714285714,65.14660714,194.2767857,13.37142857,1007.328571,-23.05714286,1030.814286,5.671428571,7.9,1.085714286,123.7875,-2.8,98.09166667,-0.523333333,101.655,108291.5,7144725,18.67762238,94.1
4.634536318,1014.247143,2.664285714,-4.2,2.485714286,51.9,3.142857143,63.26988095,198.8571429,16.38571429,999.5571429,-17.58571429,1027.171429,9.785714286,9.4,9.785714286,126.2391667,-2.8,98.03333333,-11.26,102.04,119842,5930901,-8.3,94.3
5.155322065,1010.271429,3.028571429,4.457142857,4,48,1.857142857,65.2989881,245.2857143,16.2,996.9,-9.685714286,1021.442857,20.9,9.714285714,4.385714286,130.04,-6.1,97.5,-12.55,101.985,117267.5,7970648,-8.1,95.2
4.924623116,1002.14,3.225714286,11.79,6.511428571,48.66428571,7.857142857,62.92202381,254.9886905,18.34285714,988.4142857,-0.885714286,1013.857143,24.58571429,10.62857143,15.65711429,127.4,-9.8,98.3,-6.84,101.84,120781.5,7896514,-14.9,96.61
4.508908177,998.9857143,3.3,17.77142857,10.21428571,53.67142857,9,60.92684524,242.2857143,22.74285714,973,5.385714286,1012.528571,30.05714286,12.22857143,60.77137143,129.4,-7.1,98.5,-8.99,101.75,134903.5,8072195,-23.4,97.4
4.376427593,995.7857143,2.642857143,22.01428571,17.12857143,66.75714286,11.28571429,52.06946429,213.4285714,15.05714286,986.2857143,11.68571429,1003.242857,31.57142857,8.857142857,31.85712857,143.9,-7.8,97,-18.04,101.59,137885.5,8372351,-33.1,97.8
4.145728643,996.2,2.342857143,24.91428571,24.02857143,77.25714286,10.71428571,43.91285714,183.5714286,14.41428571,988.6285714,16.98571429,1004.171429,34,7.885714286,60.77141429,160.9,-9.7,97.3,-16.58,101.23,144570,8209061,-37.3,98.4
4.184559159,997.3428571,2.385714286,24.61428571,23.28571429,75.01428571,8.285714286,53.86958333,227.5714286,14.87142857,979.4142857,12.7,1005.185714,34.2,8.571428571,47.42854286,162.9,-12.7,99,-13.92,100.925,156968.5,8216152,-39.5,99.8
3.889904066,1003.514286,2.228571429,19.22857143,17,75.67142857,9.428571429,43.1164881,160.8571429,15.77142857,980.9428571,4.671428571,1016.071429,28.64285714,9.814285714,12.7,154.6,-18.9,99,-13.92,101.73,151885.5,9173536,-40.9,100.9
3.87391503,1010.828571,2.757142857,10.52857143,8.628571429,63.6,7.857142857,54.61666667,165.7142857,15.45714286,997.2857143,-5.357142857,1025.928571,26.08571429,9.214285714,10.2,148.5,-23.8,100.2,0.87,101.71,141431,7216153,-42.2,101.8
4.047510279,1013.814286,2.728571429,0.8,4.342857143,61.65714286,6.142857143,53.2560119,143.1428571,15.78571429,995.0714286,-13.32857143,1026.957143,15.1,9.471428571,6.328571429,148,-17.3,99.5,2.56,101.635,116354,8851141,-42.3,103.4
3.099588853,1015.892857,2.715714286,-4.275714286,3.141428571,64.41857143,4.285714286,50.43375,120.8571429,15.38571429,1000.571429,-16.92857143,1024.814286,9.614285714,8.914285714,4.857142857,154.5,-10,100.2,-5.936666667,101.71,113317.5,9358383,-42.2,106.2
4.614328222,1016.817143,2.511428571,-6.862857143,2.275714286,57.29,4.714285714,57.06404762,162.0857143,15.8,1003.985714,-18.21428571,1027.371429,7.157142857,9.1,5.314285714,125.6241667,-2.8,97.99166667,19.72,102.405,106484,9020375,18.67762238,108.7
4.756237125,1014.242857,2.857142857,-3.285714286,2.642857143,52.2,3.285714286,58.14035714,170.1285714,15.75714286,994.5857143,-14.97142857,1026.257143,10.04285714,9.342857143,7.985714286,126.6458333,-3.875,97.99166667,16.08,100.86,117350,8222793,-6.5,109.9
5.122453651,1010.212857,2.687142857,3.565714286,3.558571429,45.77714286,0.571428571,62.81505952,208.7142857,14.8,999.9,-9.671428571,1017.957143,17.17142857,8.842857143,0.114285714,146.5,-4.9,96.5,13.53,100.72,113952.5,9645315,-11.8,109.9
4.941634241,1001.057143,3.11,12.75857143,6.027142857,43.49,4,64.81291667,262.8714286,16.7,983.9,-0.514285714,1012.442857,29.37142857,10.08571429,10.25714286,123.4,-5.3,99.4,9.54,100.805,117617.5,9060080,-18.3,108.1
5.049210346,999.9185714,3.261428571,18.24142857,10.45714286,51.81714286,6.428571429,67.78380952,295.4,19.1,988.5571429,5.585714286,1009.7,32.07142857,11.11428571,15.54284286,124.1,-6.4,100.7,9.27,100.62,131957,9150558,-21.6,106.4
4.323643854,997.0857143,2.557142857,22.44285714,15.42857143,58.31428571,6.857142857,62.29494048,257.5,16.01428571,989.3428571,9.271428571,1005.4,35.95714286,8.542857143,31.14285714,154.1,-2.4,97.6,8.57,100.705,134269,9111197,-17.7,106.2
4.431219959,995.1714286,2.6,26.05714286,24.68571429,74.17142857,8.142857143,49.51458333,208.2428571,17.27142857,986.0571429,17.22857143,1002.514286,35.47142857,9.828571429,52.8,168.2,-1.6,97.4,9.43,100.705,140642.5,9749796,-13.6,106.3
4.506752117,996.9857143,2.114285714,23.91428571,23.61428571,78.55714286,14.57142857,47.59303571,200.0142857,15.97142857,985.3714286,9.571428571,1010.271429,32.57142857,8.785714286,98.31428571,170.4,1.9,100,9.55,101.065,153971.5,9311367,-7.2,107.4
3.943694209,1002.232857,2.425714286,19.22857143,15.87857143,70.81428571,6.428571429,55.93940476,223.3,16.68571429,992.4714286,4.557142857,1011.785714,29.88571429,9.685714286,18.75714286,151.5,4,98.8,10.76,101.33,148402.5,9437483,0,108.8
4.426642252,1012.871429,2.642857143,10.64285714,8.057142857,60.67142857,6.142857143,58.8302381,198.7714286,15.82857143,1000.157143,-2.885714286,1023.242857,23.28571429,9.571428571,22.88571429,155.9,7.7,99.3,10.41,101.785,137960,8351815,6.2,109.4
4.296177615,1012.385714,3.114285714,1.6,3.871428571,48.31428571,3.571428571,62.03779762,194.1285714,17.18571429,1000.471429,-13.47142857,1026.028571,18.15714286,10.14285714,8.157142857,155.5,7.5,99.1,10.28,101.95,113039,10132668,10.3,108.9
3.778896773,1015.785714,2.485714286,-6.214285714,2.028571429,49.61428571,1.142857143,61.02958333,181.9285714,15.35714286,1000.257143,-18.17142857,1027.314286,6.471428571,9.028571429,0.6,170,9.8,102.3,-6.0325,101.945,108809.5,10593708,11.2,107.6
